industry,category,subcategory_1,subcategory_2,name,description,price,cost,taxable,unit_of_measure,task_code,online_booking_enabled
Window & Exterior Cleaning,Pressure Washing,,,Front Walkway Moss/Algae Treatment & Pressure Washing,"We treat organic growth to slow regrowth, then pressure wash to clean the surface and lift dirt, grime, and buildup.

What we do:
• Apply a moss/algae treatment to target organic growth
• Allow proper dwell time before rinsing
• Pressure wash the walkway to remove surface dirt and buildup
• Rinse edges and clean up loosened debris

Why it’s worth it:
• Reduces slippery spots caused by organic growth
• Cleans the surface, not just the green growth
• Helps brighten concrete and improve curb appeal
• Slows regrowth compared to pressure washing alone

What’s not included:
• Pressure washing walls, siding, or the house
• Rust removal or specialty stain removal
• Crack repair, patching, or sealing
• Guaranteed removal of deep stains (results vary by surface and age)
• Moving heavy items or clearing stored materials

Just so you know:
Priced per square foot. We can improve most organic staining and surface buildup, but some discoloration may remain if it’s set deep into the concrete or pavers.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_fbf579385cc341b0b70e7cc7f76b1029",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Gutter Repairs,,,Gutter Hanger Replacement - Two Story,"We replace failed or missing gutter hangers to secure the gutter back to the fascia.

What we do:
• Remove and dispose of damaged/loose hangers
• Install new hidden hangers where needed
• Re-secure the gutter run to the fascia in the worked area
• Tighten and stabilize sections that have shifted

Why it’s worth it:
• Reduces sagging that can lead to overflow
• Helps prevent sections from pulling away in wind and rain
• Lowers the chance of joints opening up from movement

What’s not included:
• Gutter cleaning or downspout flushing
• Outside faces of gutters
• Seam sealing or leak repairs
• Downspout replacement or reroutes
• Gutter guard install or removal

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_2b268cf9b33246efaa64095f232e35f3",50.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Pressure Washing,,,"Pressure Wash — Front Driveway, Walkways & Sidewalk","We’ll pressure wash your front driveway, walkways, and sidewalk to remove built-up dirt and organic growth so the surfaces look cleaner and feel safer.

What we do:
• Pre-treat heavy organic growth where needed
• Surface clean driveway, walkways, and sidewalk
• Rinse edges and rinse down surrounding areas
• Blow off remaining water and debris and tidy up

Why it’s worth it:
• Reduces slick algae/mildew on walking areas
• Improves curb appeal without painting or resurfacing
• Helps slow down future buildup

What’s not included:
• Washing siding, stucco, or walls
• Oil/rust stain removal (may improve, not guaranteed)
• Sealing or re-sanding joints (pavers)
• Gum removal or specialty stain treatments
• Moving heavy items (planters, furniture, vehicles)

Just so you know:
Pricing is typically per sq ft and depends on total area and how heavy the buildup is. Oil stains usually lighten but may not fully come out, and surfaces can look uneven until fully dry.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_daa1fb5869e14cd3a97ec9373de6cf22",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Pressure Washing,,,Garage Pressure Washing,"We’ll pressure wash the garage floor to remove dirt and grime so it’s safer and easier to keep clean.
What we do:
• Sweep/blow out loose debris
• Pre-treat heavy buildup as needed
• Pressure wash the concrete floor surface
• Rinse toward the garage door and tidy up runoff at the threshold
Why it’s worth it:
• Removes slippery buildup and tracked-in grime
• Cuts down on odors and dust on the floor
• Makes it easier to keep the space clean
What’s not included:
• Walls, shelving, cabinets, or stored items
• Oil/rust stain removal (may improve but not guaranteed)
• Epoxy/coating work or repairs to cracks/joints
• Hauling away large items or trash

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_1fe69e05a8184ceebd7b252555875500",150.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Custom Services,,,Bruning Exploitation,"An insane amount of money for unprofessional, most likely going to have to redo and/or repair the work that was done.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_44cadddaa78d44aabf6f348f08b1b809",10000.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Custom Services,,,Under Roof Tile Cleaning - Bird Droppings,"We’ll remove the buildup from accessible under-tile areas and disinfect so the space is safer and cleaner.

What we do:
• Set up ladder access and wear protective PPE
• Remove droppings and nesting debris from accessible under-tile/eave areas
• Bag and dispose of waste on site
• Apply disinfectant to treated areas
• Clean up any fallout around the work area

Why it’s worth it:
• Reduces bacteria/parasite exposure around your home
• Helps limit staining and corrosion on nearby materials
• Cuts down odor and buildup that attracts more activity

What’s not included:
• Lifting/removing roof tiles to reach hidden areas
• Repairs to tiles, underlayment, fascia, vents, or soffits
• Full roof cleaning or moss/algae treatment
• Bird proofing/mesh installation
• Attic cleanup or insulation removal

Just so you know:
Priced per visit or hourly (quote provided based on access and how much waste is present).

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_0e02b2e81bcf4f16aa03bbaeb7071405",100.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Pressure Washing,,,Large Exterior Carpet Cleaning,"We’ll deep clean large outdoor carpeted areas to remove dirt, organic buildup, and stains so the surface looks better and is safer to walk on.

What we do:
• Pre-treat heavy traffic lanes and stains
• Pressure wash using carpet-safe settings
• Apply a light detergent/degreaser as needed
• Rinse thoroughly to reduce residue
• Spot-treat remaining problem areas (as possible)

Why it’s worth it:
• Lifts embedded dirt and grime
• Reduces slippery organic growth
• Helps carpet dry cleaner and smell fresher
• Extends the usable life of the carpet

What’s not included:
• Interior carpet cleaning
• Repairs, re-stretching, or re-gluing carpet
• Paint, rust, or permanent dye/bleach stain removal
• Mold remediation or sub-surface moisture correction
• Moving heavy furniture or large built-ins

Just so you know:
Priced per sq ft. Results depend on the material type, the extent of organic growth, and how much chemical is needed, and some stains may lighten but not fully come out.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_b8691eb0b06e4d41913a45d92a8dec94",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Repairs,,,Large Sliding Screen Door Mesh Replacement – Premium Pet Resistant Mesh,"If your sliding screen door has tears, holes, or loose mesh, we’ll re-screen it with premium pet-resistant material so it holds up better to claws and daily use.

What we do:
• Remove the old screen mesh and spline
• Inspect the frame and screen channel for fit issues
• Install premium pet-resistant mesh and new spline as needed
• Tension and trim the mesh for a clean, tight finish
• Rehang the screen door and verify it rolls and latches properly

Why it’s worth it:
• Stops bugs from getting in through rips and gaps
• Holds up better against pets than standard fiberglass mesh
• Extends the life of your existing screen door frame
• Improves door glide by correcting loose or wavy screening

What’s not included:
• Frame replacement or structural door repairs
• Roller, latch, or track repairs/replacement
• Track cleaning or lubrication
• Custom color-matching beyond available mesh options
• Full door adjustment if the slider is warped or out of square

Just so you know:
Priced per screen door. 
Final price depends on door size, frame condition, and how much spline/channel cleanup is needed.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_6c4f3fac36c1496abd5fca3810360404",0.00,150.00,FALSE,,,FALSE
Window & Exterior Cleaning,Custom Services,,,Window Screen Mesh Replacement – Premium High Visibility Mesh (UltraVue),"Your screens take a beating from sun, pets, and everyday wear. We’ll replace the torn or brittle mesh with UltraVue high-visibility material so you get airflow and a clearer view.

What we do: 
• Remove the screen frame (as needed) and take out the old mesh and spline
• Clean the screen channel and prep the frame for re-meshing
• Install UltraVue high-visibility mesh and new spline for a tight fit
• Reinstall the screen and verify it sits properly in the window

Why it’s worth it: 
• Improves visibility without sacrificing airflow
• Helps keep bugs out with a tighter, newer mesh
• Extends the life of your existing screen frames

What’s not included: 
• Frame rebuilding, bent frame straightening, or corner/hardware replacement
• Pet-proof mesh upgrades or specialty security screens
• Window track cleaning or window washing
• Repairs to window latches, rollers, or window operation issues
• New screen frame fabrication (full new screens)

Just so you know: 
Priced per screen, based on screen size and frame condition. 
If the frame is warped or damaged, the mesh may not tension evenly and we’ll let you know what options make sense.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_4ab160198fff48f4a0bac0c72b6dfb45",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Premium Window Cleaning,,,Premium Window Cleaning – Exterior Only (Second-Story Feature Window),"We’ll clean the outside of this second-story window by hand using professional tools and techniques. Because of the height and access involved, this service takes extra setup and care to safely remove dust, grime, and normal exterior buildup — leaving the glass clear and streak-free.

What we do:
• Hand clean exterior window glass with a streak-free, residue-free solution
• Use super-fine steel wool to remove stuck-on grime or buildup
• Use ladder access and careful positioning as needed for safe second-story service

Why it’s worth it:
• Safely cleans hard-to-reach second-story glass
• Removes dirt and debris that dull the glass
• Gives you a clear, professionally cleaned finish

What’s not included:
• Hard-water stain removal
• Excessive paint, adhesive, or heavy stuck-on debris (unless quoted separately)
• Screen or track cleaning (available as separate services)

Just so you know:
Pricing for second-story windows is higher than standard lower-story windows because of the extra height, ladder work, setup, and access involved.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_42371586ae814e85991c4725faf27575",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Premium Window Cleaning,,,Second Story Window Paint Removal,"We’ll remove paint and other stubborn construction-type debris from the exterior glass of this second-story window by hand using safe, professional techniques. Because of the height, ladder access, and extra detailing involved, this service takes more time and care than standard window cleaning.

What we do:
• Carefully remove paint, overspray, and stuck-on debris from exterior glass
• Use professional hand tools and techniques designed for glass-safe detailing
• Work through problem areas by hand for a cleaner, more uniform finish
• Access the window safely using ladder setup and careful positioning as needed

Why it’s worth it:
• Restores clarity to glass affected by paint or construction debris
• Improves the appearance of the window beyond standard cleaning alone
• Helps remove stubborn buildup that regular window cleaning does not address
• Gives hard-to-reach second-story glass the extra detail it needs

What’s not included:
• Hard-water stain removal
• Scratched, etched, or permanently damaged glass
• Interior paint or debris removal
• Full post-construction cleanup beyond the quoted window area

Just so you know:
Pricing depends on the amount of paint or debris present, the time required for removal, and second-story access.
This service is priced separately from standard window cleaning because it requires more detailed labor and specialty removal work.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_b08d1ed03d7848fb9505d0576b6dedb2",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Commercial Window Cleaning,,,Commercial Window Cleaning (Initial Clean),"If it’s been awhile since your last clean, we 

What we do:
• Clean interior/exterior window glass
• Wipe frames and sills as needed during normal cleaning

Why it’s worth it:
• Gives the property a cleaner starting point
• Improves visibility from the first visit
• Makes ongoing service easier to maintain

What’s not included:
• Screens and tracks (if there is any)
• Hard water stain removal, paint, or adhesive removal
• Lift rental or specialty access equipment (if multiple stories

Just so you know:
Priced per pane. Initial cleans are usually higher than maintenance service because of extra buildup

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_70e124b03dd04a188ebc9d11ebd43c09",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Window Tint Installation,,,Residential Window Tint Installation - Customer provided film,"We install window film on your home’s glass and come back on a second day to seal the edges after the film cures.  ￼

What we do:
• Clean and prep the glass before installation
• Apply residential window film to the agreed windows
• Trim and set the film to fit each pane
• Return after drying to seal the film edges

Why it’s worth it:
• Reduces glare and helps with daytime privacy
• Helps lower heat and sun exposure through the glass
• Gives the film a cleaner, more secure finished edge
• Includes a follow-up visit so final sealing is done after curing

What’s not included:
• Window film
• Glass repair or scratch removal
• Removal of old film unless added separately
• Frame, track, or screen cleaning
• Film replacement for failed seals, broken glass, or moisture between panes

Just so you know:
Priced per window. Some light haze or small water pockets can show during drying, and the return visit for edge sealing is done after the film has had time to cure.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_8907659bffdd4119bf0f46c97227dfbf",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Repairs,,,Window Screen Frame Repair w/ Mesh Replacement,"We repair damaged window screen frames and replace worn or torn mesh so the screen fits properly and does its job again. This is a good option when the frame is bent, separated, or loose and the mesh also needs to be redone.

What we do:
• Inspect the frame, corners, and screen fit
• Re-square or rebuild the frame as needed
• Replace damaged frame sections or hardware when applicable
• Install new screen mesh and spline if necessary
• Reinstall the screen and check fit in the opening

Why it’s worth it:
• Helps the screen sit properly in the window
• Reduces gaps that let bugs and debris in
• Replaces torn or stretched mesh
• Extends the life of the screen when the frame can still be repaired

What’s not included:
• Window cleaning
• Pet-resistant or specialty mesh unless added separately

Just so you know:
Priced per screen. Final price depends on screen size, frame condition, mesh type, and whether standard repair materials will match the existing frame.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_095e0ca80c1447b8a3138c7bd6971e3b",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Solar Panel Maintenance,,,Solar Panels - Debris Removal,"Debris can pack in under your solar array and hold moisture, block drainage, and create a mess on the roof. We remove loose buildup like pine needles, leaves, and small debris where it’s safely accessible.

What we do:
• Remove debris from under and around the array
• Hand-clear packed areas where we can safely reach
• Clean up the ground the best we can

Why it’s worth it:
• Lowers buildup that can trap moisture
• Helps reduce clogging around the array
• Cuts down on debris sitting against the roof
• Gives you a cleaner area around the panels

What’s not included:
• Full solar panel cleaning
• Bird proofing or mesh installation
• Roof repairs or roof cleaning
• Electrical work or panel detachment
• Removal of debris we can’t safely reach without disassembly

Just so you know:
Priced per panel. Final price depends on panel count, roof access, and how much debris is packed under the array. We use a leaf blower and blow as much of the debris that we can from under the solar panels.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_0857c921f0de4aa58bc8b347bc649601",50.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Custom Services,,,Satellite Dish Removal – Two-Story Apartment Buildings,"We’ll remove satellite dishes from two-story apartment buildings and take down the attached mounting hardware at each location. This covers removal of 9 dish assemblies as whole units from roof, eaves, and wall-mounted locations as applicable.

What we do:
• Access two-story mounting locations
• Detach each dish as a whole unit
• Remove associated brackets and mounting hardware
• Lower and stage removed units for haul-off

Why it’s worth it:
• Clears obsolete equipment from the buildings
• Includes two-story access as part of the scope
• Removes attached hardware, not just the dish face
• Leaves mounting areas ready for basic closure

What’s not included:
• Disassembly of dishes into parts on site
• Roofing, carpentry, or stucco repair
• Painting, texture matching, or finish work
• New equipment installation or relocation

Just so you know:
Priced per dish.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_c3c9364745434168b84d4fa80f78fabc",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Custom Services,,,Penetration Sealing / Surface Closure After Removal of Satellite Dishes,"After the dishes are removed, we’ll seal or close exposed holes and penetrations left at the mounting points. This is basic weather sealing only, using appropriate sealant or patch material based on whether the location is at the roof, eaves, or stucco/wall surface.

What we do:
• Seal exposed holes left by removed hardware
• Close basic penetrations at roof, eaves, or wall surfaces
• Apply appropriate sealant or patch material by surface type
• Leave mounting areas in a closed, weather-sealed condition

Why it’s worth it:
• Helps limit moisture entry at former mounting points
• Addresses exposed penetrations as part of the removal work
• Keeps the scope clear and easy to document

What’s not included:
• Cosmetic repair or surface restoration
• Painting or texture matching
• Shingle replacement or roof repair
• Stucco patch blending or finish work

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_d6e8f6c06dc5421f8c03c798da54bfa7",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Custom Services,,,Haul-Off and Disposal of Removed Satellite Dishes,"We’ll remove the discarded satellite dishes from the property and dispose of them off site. This is included for site cleanup and convenience since the customer does not have room in the onsite dumpster.

What we do:
• Load removed dishes and hardware from the property
• Haul debris off site
• Dispose of removed materials
• Leave the work area cleared of removed dish debris

Why it’s worth it:
• Keeps debris out of the property’s dumpster
• Simplifies cleanup for management and maintenance staff
• Completes the job without leaving removed materials behind

What’s not included:
• Disposal of unrelated jobsite debris
• Dumpster service or onsite container rental
• Removal of equipment not included in this scope

Just so you know:
Included at no additional charge. This applies to the 9 removed satellite dishes and their associated mounting hardware only.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_4890c29488c242c28b0f7e786055a68d",0.00,0.00,FALSE,,,FALSE
Window & Exterior Cleaning,Window Screen Mesh Replacement,,,Small Window Sized Screen Replacement (Premium Vue Mesh),"If your window screens are torn, brittle, or no longer doing their job, we can replace just the mesh without needing to replace the whole frame. Choose from a range of mesh types to match your needs and budget.

What we do:
• Remove the damaged screen from the frame
• Replace with new mesh, cut and fitted to size
• Secure with new spline and reinstall in the existing frame
• Check for a clean, tight fit before returning the screen to you

Why it’s worth it:
• Restores screen function without replacing the frame
• Keeps bugs and debris out while allowing airflow
• Helps your windows look clean and maintained
• Choose from standard, pet-resistant, or solar mesh options

What’s not included:
• Frame repairs or replacement (this service covers mesh only)
• Screens that are bent, warped, or damaged beyond repair

Just so you know:
We install several mesh types including standard, pet-resistant, and solar screen. Let us know what you're looking for and we’ll help you pick the right fit.

Pricing depends on mesh type, screen size, and how many screens you need done.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_d85c936d25894dbbad24be50eb077c49",75.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Window Screen Mesh Replacement,,,Normal Window Sized Screen Replacement (Premium Vue Mesh),"If your window screens are torn, brittle, or no longer doing their job, we can replace just the mesh without needing to replace the whole frame. Choose from a range of mesh types to match your needs and budget.

What we do:
• Remove the damaged screen from the frame
• Replace with new mesh, cut and fitted to size
• Secure with new spline and reinstall in the existing frame
• Check for a clean, tight fit before returning the screen to you

Why it’s worth it:
• Restores screen function without replacing the frame
• Keeps bugs and debris out while allowing airflow
• Helps your windows look clean and maintained
• Choose from standard, pet-resistant, or solar mesh options

What’s not included:
• Frame repairs or replacement (this service covers mesh only)
• Screens that are bent, warped, or damaged beyond repair

Just so you know:
We install several mesh types including standard, pet-resistant, and solar screen. Let us know what you're looking for and we’ll help you pick the right fit.

Pricing depends on mesh type, screen size, and how many screens you need done.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_2cf716269ea74d3ebe6903811a2dcce0",100.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Window Screen Frame/Assembly Maintenance,,,Sliding Screen Door Roller Restoration,"We restore the rolling hardware on the sliding screen door by cleaning up the wheel and bolt assembly and reinstalling it. This includes rust removal, wire brushing, and greasing the wheels before putting them back in place.

What we do:
• Remove the wheel and bolt hardware
• Soak rusted parts in rust remover
• Wire brush the wheels and bolts
• Reinstall the wheels
• Grease the wheels after reinstalling

Why it’s worth it:
• Improves appearance and functionality of existing hardware
• Helps the door roll more smoothly
• Clarifies that this is restoration work, not full replacement

What’s not included:
• New wheels, bolts, or other replacement parts
• Screen mesh repair or replacement
• Frame repair or track repair
• Lock, handle, or latch repair
• Full door replacement or new door installation

Just so you know:
Pricing is typically based per door unless noted otherwise. This is restoration of the existing wheel hardware, so final results depend on the condition of the original parts.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_43294b5d0a044fc7bcf89b4f6e7974cd",95.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Window Screen Frame/Assembly Maintenance,,,Sliding Screen Door Frame Painting - One side,"We paint one side of the sliding screen door frame. This is for the frame only and does not include the mesh or full door restoration. 

What we do:
• Prep the paintable side of the screen door frame
• Apply paint to one side of the frame only
• Work around the existing screen and frame layout
• Clean up the immediate work area when finished

Why it’s worth it:
• Freshens up the side of the door you see most
• Helps the frame look more uniform with nearby trim or doors
• Covers worn or faded finish on that side
• Keeps the scope focused if only one side needs attention

What’s not included:
• Painting both sides of the screen door frame
• Screen mesh repair or replacement
• Track cleaning or sliding door service
• Dent repair, frame straightening, or hardware replacement

Just so you know:
Pricing is per door side unless noted otherwise. Color match and finish can vary slightly depending on the existing condition and surface.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_051bf7d799654d41924b511fa1a8808f",120.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Satellite Dish Removal,,,Haul-Off and Disposal of Removed Satellite Dishes,"We will haul off and dispose of the removed satellite dishes and related hardware as part of this job. This is included because onsite dumpster space is not available.

What we do:
• Load removed dishes and mounting hardware for removal from the property
• Haul off all materials generated by the dish removals
• Dispose of removed materials offsite

Why it’s worth it:
• Keeps removed materials from being left onsite
• Avoids using limited property space for debris storage
• Leaves the work area cleared of the removed dish materials

What’s not included:
• Disposal of unrelated property debris or bulk items
• Use of onsite dumpster space
• Haul-off of materials not generated by this scope

Just so you know:
Haul-off and disposal for the removed satellite dishes and related hardware. This applies only to materials generated from this scope of work.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_07dba61ddd9d4c02869ca9c05d13339d",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Roof cleaning,,,Asphalt Roof Moss Treatment,"Treat moss growth on asphalt shingle roofing using a low-pressure roof-safe application. This service is for asphalt roofs only and is intended to address organic growth without using high-pressure washing.

What we do:
• Inspect the roof surface for visible moss growth and treatment needs
• Apply moss treatment to affected asphalt shingle areas
• Use a low-pressure application method suited for asphalt roofing
• Treat organic growth with the goal of stopping further moss activity
• Note visible roof condition issues that may affect service results

Why it’s worth it:
• Slows ongoing moss growth that can hold moisture against the roof
• Helps reduce further buildup in shaded or damp areas
• Lowers the need for harsher cleaning methods on asphalt shingles
• Supports ongoing roof maintenance between larger services or repairs

What’s not included:
• Manual scraping, brushing, or physical moss removal unless listed separately
• Gutter cleaning or removal of roof debris from gutters and downspouts
• Roof repairs, shingle replacement, or leak diagnosis
• Treatment of tile, metal, cedar, or other non-asphalt roofing
• Cleanup of heavy moss falloff from landscaping or surrounding areas unless listed separately

Just so you know:
Pricing is typically based on roof size, moss severity, access, and how much of the roof needs treatment. Moss usually dies first and releases gradually over time, so the roof may not look fully cleared immediately after service.

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_ba72f734db4b457f84719146b87d4219",0.00,0.00,FALSE,,,TRUE
Window & Exterior Cleaning,Roof cleaning,,,Roof Treatment Courtesy Follow-Up,"Return after service to check treatment progress and confirm the roof is responding as expected. This visit is a visual follow-up for previously treated roof areas.

What we do:
• Reinspect previously treated roof areas from the ground or accessible vantage points
• Check visible moss condition and treatment progress
• Look for areas where moss remains heavy or progress appears uneven
• Document visible results with notes or photos when needed
• Recommend next steps if additional treatment or related service appears needed

Why it’s worth it:
• Helps confirm the treatment is progressing normally
• Catches areas that may need more attention before they become a bigger issue
• Gives the customer a clear update after enough time has passed
• Creates a cleaner handoff between the original service and any next recommendation

What’s not included:
• New roof treatment beyond the original approved scope
• Roof repairs, leak diagnosis, or shingle replacement
• Full roof cleaning or removal of newly fallen debris
• Gutter cleaning or cleanup of roof runoff debris
• Walking fragile or unsafe roof sections unless separately approved

Just so you know:
Pricing is per follow-up visit unless included with the original service. This is a visual courtesy check about one month after treatment, not a guarantee that all moss will be fully gone by that date.**

Source metadata (preserved from HCP export):
- industry_uuid: ind_50413bdcbb67410da504845ec48af17d
- source_uuid: olit_e1e6fa80d36f463aba7f9d6e5e162e16",0.00,0.00,FALSE,,,TRUE
